athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ashley Twichell,USA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7036.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7049.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7071.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecilia Biagioli,ARG,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7089.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leah Degeorge,USA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7134.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Finlin,CAN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7196.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candela Giordanino,ARG,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7303.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Bramont-Arias,PER,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7367.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha Sandoval,MEX,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7426.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Abad,ECU,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7426.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey O'Regan,CAN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7475.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahina Nicole Valdivia Dannenberg,CHI,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7477.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fanny Gabriela Ccollcca,PER,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7488.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulina Alanis Hernandez,MEX,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7495.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Porres,EAI,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7563.2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britta Schwengle,ARU,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,7648.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Michell Ramirez Posada,HON,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,20.0,8208.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
