athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,21.0,3350.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3360.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisia Tettamanzi,ITA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3389.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3396.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3462.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3463.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3463.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3463.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine Tesch,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3624.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga Kozydub,RUS,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3659.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Olsson,SWE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3694.01,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Ungerboeck,AUT,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3694.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3695.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Houtman,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3697.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther Rydbeck Norden,SWE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3699.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Castro Atalaya,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3700.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Leu,AUT,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3707.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudia Giralt Pidemont,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3712.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronika Petrekova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3719.01,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Sebestova,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3720.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiara Barnes,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,4026.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
