athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Aurora Ponsele,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7237.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7238.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7240.06,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7241.05,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onon Katalin Somenek,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7242.05,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7243.01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7244.04,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7244.06,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7247.02,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7251.06,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7256.06,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7258.03,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga Kozydub,RUS,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7259.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polly Isabella Holden,GBR,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7265.08,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgane Dornic,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7273.06,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7278.08,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Olsson,SWE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7282.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chantel Lily Jeffrey,CAN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7283.09,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincso Gal,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7284.07,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeline Furst,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7292.08,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7294.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazmin Carlin,GBR,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7308.04,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7327.01,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena Stel,NED,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7336.06,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7345.04,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claire Six,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7386.02,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Fave,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7390.06,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7406.03,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7435.01,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7466.09,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greta Szilvasi,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7552.08,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7651.01,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annet Borsi,HUN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7679.07,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilona Maille,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7830.06,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Onolfo,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,7909.02,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooke Switzer,CAN,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,8037.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Sebestova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,8039.02,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavlina Soukupova,CZE,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,8043.08,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Bruneau,FRA,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,8494.09,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liane Muller,SUI,06/30/2018,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,40.0,8768.08,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
