athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7395.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7464.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7466.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7482.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7483.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7483.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Arino,ARG,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7484.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7487.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7488.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breanne Emma Joan Siwicki,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7548.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7552.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabryna Lavoie,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7595.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphnée Demers,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7761.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Mankevich,RUS,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7789.9,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicenia Navarro,VEN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7837.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie-Laurence Lortie,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,8538.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Desjarlais,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,8609.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Mori,ARG,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,8967.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne-Catherine Savaria,CAN,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,9224.4,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
