athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7357.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7360.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7360.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareena Lee,AUS,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7360.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7367.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7680.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Yin Nip,HKG,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7797.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie Brazier,AUS,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,7800.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li-Shan Chantal Liew,SGP,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8160.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hsin-Yi Fang,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8165.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi-Chen Wang,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8208.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Chen Hsieh,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8303.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui An Kuo,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8313.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac Tung Nikita Lam,HKG,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8343.9,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szu-An Chen,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8397.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka Ching Leung,HKG,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8454.8,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jie Chuan Tseng,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8628.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ting Yu Chan,TPE,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8630.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Hang Fung Li,HKG,09/07/2019,FINA World Cup,"Nantou, TPE",10.0,NW,Neutral,22.0,8787.1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
