athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Valeriia Ermakova,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7383.46,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7388.11,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariia Novikova,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7389.16,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7390.86,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Sorokina,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7400.06,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yana Kurtseva,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7400.11,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7403.81,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7406.06,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystyna Panchishko,UKR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7538.91,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Olsson,SWE,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7538.96,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisa Skorniakova,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7544.16,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasia Basalduk,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7546.36,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Kostyleva,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7547.41,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daria Volobueva,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7558.41,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizaveta Anufrieva,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7560.66,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena Stel,NED,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7566.06,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily Clarke,GBR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7657.31,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Vakhrusheva,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7666.21,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Girloanta,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7690.81,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nora Naessens,BEL,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7698.31,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Demicoli,MLT,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7839.71,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Englender,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7898.96,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polina Yuzofenko,UKR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7908.51,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,7922.66,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clara Andreea Spanu,ROU,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,8292.26,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tal Ashkenazi,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,8292.86,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guy Shlegel,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,30.0,8297.86,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
