athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18483.0,1.0,856.1,1752.1,2586.8,3525.3,4349.0,5314.0,6143.0,7110.0,7949.0,8915.0,9746.0,10704.0,,12551.0,13545.0,14508.0,15483.0,16451.0,17528.0,18483.0,,,,,,,,,,
Finnia Wunram,GER,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18491.6,2.0,864.5,1754.8,2587.4,3518.8,4343.0,5315.0,6140.0,7102.0,7946.0,8910.0,9740.0,10702.0,,12553.0,13544.0,14509.0,15486.0,16449.0,17526.0,18492.0,,,,,,,,,,
Lara Grangeon De Villele,FRA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18501.2,3.0,856.2,1753.1,2583.7,3522.4,4348.0,5316.0,6140.0,7098.0,7944.0,8910.0,9737.0,10699.0,,12550.0,13546.0,14512.0,15487.0,16451.0,17530.0,18501.0,,,,,,,,,,
Lisa Pou,FRA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18508.4,4.0,862.0,1762.4,2592.6,3531.3,4360.0,5320.0,6145.0,7107.0,7947.0,8906.0,9741.0,10716.0,,12558.0,13570.0,14511.0,15480.0,16455.0,17547.0,18508.0,,,,,,,,,,
Erica Sullivan,USA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18683.2,5.0,869.6,1760.9,2590.0,3528.0,4351.0,5319.0,6145.0,7117.0,7954.0,8914.0,9745.0,10709.0,,12552.0,13549.0,14514.0,15515.0,16537.0,17682.0,18683.0,,,,,,,,,,
Anna Olasz,HUN,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18711.5,6.0,902.5,1795.5,2637.9,3618.0,4451.0,5420.0,6258.0,7203.0,8063.0,9003.0,9852.0,10834.0,,12738.0,13716.0,14682.0,15694.0,16682.0,17771.0,18712.0,,,,,,,,,,
Arianna Bridi,ITA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18712.6,7.0,896.1,1791.8,2636.5,3614.0,4446.0,5411.0,6248.0,7193.0,8056.0,8998.0,9846.0,10840.0,,12732.0,13713.0,14675.0,15688.0,16679.0,17768.0,18713.0,,,,,,,,,,
Onon Katalin Somenek,HUN,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18714.7,8.0,900.6,1803.4,2644.9,3615.0,4455.0,5423.0,6265.0,7208.0,,9011.0,9858.0,10839.0,,12741.0,13726.0,14685.0,15694.0,16677.0,,18715.0,,,,,,,,,,
Katy Campbell,USA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18719.6,9.0,896.7,1794.4,,3610.0,4427.0,5371.0,6202.0,7165.0,8036.0,8991.0,9857.0,10834.0,,12738.0,13720.0,14687.0,15692.0,16685.0,17774.0,18720.0,,,,,,,,,,
Samantha Arevalo,ECU,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18742.1,10.0,903.7,1806.5,2649.6,3616.0,4462.0,5427.0,6267.0,7210.0,8067.0,9005.0,9852.0,10836.0,,12736.0,13718.0,14683.0,15691.0,16684.0,17775.0,18742.0,,,,,,,,,,
Sofia Kolesnikova,RUS,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18750.0,11.0,896.7,1801.0,2645.1,3619.0,4457.0,5424.0,6256.0,7202.0,8063.0,9003.0,9855.0,10838.0,,12740.0,13721.0,14689.0,15694.0,16684.0,17773.0,18750.0,,,,,,,,,,
Lea Boy,GER,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18760.6,12.0,884.7,1799.0,2641.4,3612.0,4456.0,5422.0,,7203.0,8062.0,9006.0,9856.0,10841.0,,12743.0,13725.0,14691.0,15701.0,16686.0,17781.0,18761.0,,,,,,,,,,
Barbara Pozzobon,ITA,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,18773.7,13.0,882.6,1795.6,2637.8,3613.0,4453.0,5422.0,6256.0,7203.0,8067.0,9013.0,9861.0,10838.0,,12739.0,13719.0,14692.0,15696.0,16681.0,17775.0,18774.0,,,,,,,,,,
Luomeng Ren,CHN,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,19933.1,14.0,897.8,1801.0,2646.0,3616.0,4461.0,5427.0,6263.0,7213.0,8073.0,9026.0,9942.0,11006.0,,13120.0,14303.0,15404.0,16566.0,17694.0,18861.0,19933.0,,,,,,,,,,
Lenka Sterbova,CZE,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,20719.3,15.0,888.5,1805.1,2652.1,3618.0,4480.0,5514.0,6443.0,7503.0,8481.0,9569.0,10530.0,11633.0,,13770.0,14956.0,16079.0,17327.0,18470.0,19631.0,20719.0,,,,,,,,,,
Fang Qu,CHN,07/18/2019,FINA World Championships,"Gwangju, KOR",25.0,NW,Neutral,20.0,21552.3,16.0,897.0,1806.9,2678.7,3688.0,4607.0,5667.0,6605.0,7684.0,8673.0,9785.0,10764.0,11890.0,13031.0,14175.0,15315.0,16522.0,17856.0,19117.0,20360.0,21552.0,,,,,,,,,,
