athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5849.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5849.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5850.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esmee Vermeulen,NED,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5850.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5850.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnia Wunram,GER,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5851.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukimi Moriyama,JPN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5906.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5906.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5908.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muran Tian,CHN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5909.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazmin Carlin,GBR,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5916.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5976.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fang Qu,CHN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5976.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,5977.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6003.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Arino,ARG,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6007.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6024.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Chu,CHN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6027.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6029.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6034.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6034.9,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minami Niikura,JPN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6036.2,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6036.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiyue Cao,CHN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6036.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breanne Emma Joan Siwicki,CAN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6084.2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoi Man Lok,HKG,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6387.4,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marit Anderson,CAN,10/14/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,30.0,6413.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
