athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Britta Kamrau-Corestein,GER,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7629.56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7630.83,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7634.06,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Okimoto Cintra,BRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7634.11,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina Grimaldi,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7638.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Berglund,SWE,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7645.94,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristel Kobrich,CHI,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7698.07,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga Beresnyeva,ISR,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7701.15,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linsy Heister,NED,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7721.91,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Uvarova,RUS,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7809.83,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Franco,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7861.48,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imelda Martinez,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,7862.63,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8001.07,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Lopez Rodriguez,ESP,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8060.81,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Zhdanova,RUS,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8066.52,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Dietrich,FRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8079.47,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily Anzueto Moguel,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8103.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgia Consiglio,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8187.15,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilar Geijo,ARG,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8257.19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8277.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandra Gonzalez Lara,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8288.28,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia Castaneda Miyamoto,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8293.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malwina Bukszowana,POL,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8533.58,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pamela Engel,BRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8611.89,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odette Saldivar Massimi,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8675.22,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonella Bogarin,ARG,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8738.03,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamara Wadgymar Iniguez,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8878.1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prisciliana Escobar,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8878.32,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darja Pop,MNE,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,8979.19,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cindy Toscano,GUA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,30.0,9535.91,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
