athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Xin Xin,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7582.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7583.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7583.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7584.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnia Wunram,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7585.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7596.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muran Tian,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7621.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yawen Hou,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7623.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7623.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7628.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7631.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuwei Dong,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7692.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikayla Messer,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7742.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Jia Sun,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7864.3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoxiao Niu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,7864.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Chu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8020.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ru Yi Yu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8021.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ci Chen,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8021.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jia Yi Lu,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8032.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Yin Nip,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8137.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica Lavin,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8199.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katawan Teeka,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8684.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheung Wai Ho,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8692.6,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka Ching Leung,HKG,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,8998.7,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paguypha Leelahanon,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,9318.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neeranuch Ponglangka,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,9323.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warisara Khaengkun,THA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,33.0,9349.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
