athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7444.6,1.0,1500.9,2984.9,4459.0,5956.2,7444.6,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7447.3,2.0,1485.8,2963.7,4447.8,5958.5,7447.3,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7451.0,3.0,1492.8,2973.7,4452.2,5964.3,7451.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7452.1,4.0,1487.9,2965.0,4448.1,5959.4,7452.1,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7452.6,5.0,1494.3,2969.4,4455.8,5961.4,7452.6,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7460.4,6.0,1497.5,2971.6,4449.4,5960.9,7460.4,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7461.7,7.0,1497.1,2976.9,4463.9,5965.5,7461.7,,,,,,,,,,,,,,,,,,,,,,,,,
Celine Rieder,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7464.9,8.0,1491.8,2976.0,4462.1,5964.1,7464.9,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7488.7,9.0,1487.2,2968.6,4453.6,5966.8,7488.7,,,,,,,,,,,,,,,,,,,,,,,,,
Moesha Johnson,AUS,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7674.2,10.0,1487.9,2961.5,4446.7,5986.5,7674.2,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7687.3,11.0,1488.2,2974.5,4457.4,5974.3,7687.3,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7733.3,12.0,1492.2,2978.6,4485.0,6107.0,7733.3,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Taszhanova,KAZ,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7842.5,13.0,1498.9,3029.5,4606.5,6209.0,7842.5,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,7876.0,14.0,1498.2,3030.5,4606.7,6210.7,7876.0,,,,,,,,,,,,,,,,,,,,,,,,,
Elea Linka,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8123.7,15.0,1494.4,3034.7,4647.0,6393.3,8123.7,,,,,,,,,,,,,,,,,,,,,,,,,
Lamees Elsokkary,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8195.1,16.0,1496.8,3032.5,4647.4,6395.5,8195.1,,,,,,,,,,,,,,,,,,,,,,,,,
Nadine Karim,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8197.3,17.0,1505.7,3037.2,4650.2,6399.7,8197.3,,,,,,,,,,,,,,,,,,,,,,,,,
Mariya Fedotova,KAZ,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8708.3,18.0,1540.5,3282.0,5092.1,6893.2,8708.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Atef,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8708.6,19.0,1509.5,3254.9,5090.6,6895.3,8708.6,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Moahmed Hassan,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,8774.2,20.0,1565.6,3318.6,5126.2,6939.4,8774.2,,,,,,,,,,,,,,,,,,,,,,,,,
Nabila Hassan,EGY,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,9010.3,21.0,1674.9,3536.0,5391.3,7210.5,9010.3,,,,,,,,,,,,,,,,,,,,,,,,,
Inass Rachidi,MAR,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,25.0,9054.8,22.0,1564.7,3322.3,5165.7,7070.4,9054.8,,,,,,,,,,,,,,,,,,,,,,,,,
