athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ana Marcela Cunha,BRA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,14323.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Franco,ITA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,14956.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilaria Raimondi,ITA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,15211.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,15467.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Mankevich,RUS,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,15941.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina Grimaldi,ITA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilar Geijo,ARG,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catarina Cucatti Ganzeli,BRA,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabryna Lavoie,CAN,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romina Soledad Imwinkelried,ARG,09/03/2017,FINA Grand Prix,"Capri-Napoli, ITA",16.0,NW,Neutral,12.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
