athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Larisa Ilchenko,RUS,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3641.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Seliverstova,RUS,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3643.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Brookes-Peterson,AUS,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3647.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britta Kamrau-Corestein,GER,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3647.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3648.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Okimoto Cintra,BRA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3648.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessia Paoloni,ITA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3650.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Berglund,SWE,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3650.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nika Kozamernik,SLO,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3650.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yurema Requena Juarez,ESP,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3650.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanqiao Fang,CHN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3651.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloe Sutton,USA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3651.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiluo Wang,CHN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3652.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Dietrich,FRA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3652.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Lopez Rodriguez,ESP,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3656.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina Grimaldi,ITA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3658.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lean Gingrich,USA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3658.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Bagley,AUS,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3658.5,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanie Biller,GER,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3660.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalya Samorodina,UKR,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,28.0,3674.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
