athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Moesha Johnson,AUS,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7235.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7240.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bettina Fábián,HUN,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7241.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7243.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7244.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7305.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Salin,ITA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7305.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena Stel,NED,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7305.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7308.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7308.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Dearing,GBR,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7309.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Chloe Keegan,GBR,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7309.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Bramont-Arias,PER,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7311.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Hanquet,BEL,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7409.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claire Stuhlmacher,USA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7471.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candela Sanchez Lora,ESP,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7476.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leah Crisp,GBR,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7638.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matea Sumajstorcic,CRO,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7671.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo,ITA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7674.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Milbaum,USA,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7713.7,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktoria Freja Sorensen,DEN,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,7877.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helena Hvid Hansen,DEN,09/23/2023,LEN Cup,"Barcelona, ESP",10.0,NW,Neutral,22.0,8034.6,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
