athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Cathy Dietrich,FRA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12398.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther Nunez Morera,ESP,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12399.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12410.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandra Gonzalez Lara,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12422.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imelda Martinez,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12529.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilar Geijo,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12542.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marilyn Cadour,FRA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12633.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camilla Frediani,ITA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12636.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Celeste Puñet,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12647.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odette Saldivar Massimi,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12864.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily Anzueto Moguel,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,12881.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonella Bogarin,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,13161.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandra Galan,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,13211.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cindy Toscano,GUA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,14132.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noelia Petti,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,14264.33,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca Allard,CAN,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,14555.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irene Van Der Laan,NED,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,18.0,14679.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
