athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,7857.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,7866.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga Kozydub,RUS,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,7913.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svenja Zihsler,GER,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,7983.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily Brunemann,USA,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8009.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daria Kulik,RUS,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8094.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade Dusablon,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8203.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Terriault,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8477.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalina Berraud,ARG,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8492.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphnée Demers,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8675.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabryna Lavoie,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,8806.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Riordan,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9228.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita Vanesa Garcia,ARG,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9309.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Mori,ARG,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9310.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie-Laurence Lortie,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9324.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne-Catherine Savaria,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9362.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara E Holman,USA,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9369.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwenaelle Plonquet-Thibault,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9593.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalie Levesque-Pero,CAN,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,9872.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary E Holman,USA,08/13/2016,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,20.0,10034.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
