athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Poliana Okimoto Cintra,BRA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6611.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britta Kamrau-Corestein,GER,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6611.45,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jieqiao Yang,CHN,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6611.55,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6611.55,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6612.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Franco,ITA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6612.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linsy Heister,NED,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6614.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keri-Anne Payne,GBR,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6615.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra Patten,GBR,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6615.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina Grimaldi,ITA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6616.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trudee Hutchinson,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6616.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olesya Shalygina,RUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6618.15,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velia Janse Van Rensburg,RSA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6619.35,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imelda Martinez,MEX,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6619.75,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Bagley,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6634.15,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalie Du Toit,RSA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6637.85,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natasha Tang,HKG,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6856.15,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenrui Zhu,CHN,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,6985.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie-Leigh Austin,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,7013.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirsten Cameron,NZL,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,7247.85,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odette Saldivar Massimi,MEX,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,7477.15,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malwina Bukszowana,POL,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,7503.7,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladys Ho Sin Wing,HKG,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,23.0,7522.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
