name,pagerank,rank
Ferry Weertman,0.09400894002274038,1
Jack Burnell,0.045547296618091135,2
Federico Vanelli,0.04452889046994683,3
Simone Ruffini,0.04416741299486745,4
Kristof Rasovszky,0.04089932768758676,5
Rob Muffels,0.040897568112241746,6
Marc-Antoine Olivier,0.039580273780506416,7
Marcel Schouten,0.03272982760081855,8
Kirill Abrosimov,0.031441383544551726,9
Andrea Manzi,0.024661678933604096,10
David Aubry,0.022268787012957963,11
Caleb Hughes,0.017017507410841053,12
Spyridon Gianniotis,0.01635023043775897,13
Christian Reichert,0.015612943270817473,14
Andreas Waschburger,0.013661609239966654,15
Matteo Furlan,0.012844189157887627,16
Allan Do Carmo,0.012325348127468884,17
Mario Sanzullo,0.011216962528569288,18
Evgenii Drattcev,0.009080576268614398,19
Daniel Szekelyi,0.00859685357199467,20
Pepijn Smits,0.008540216213896203,21
Diogo Villarinho,0.008118116824791261,22
Mark Papp,0.007517189460885311,23
Lijun Zu,0.007129113351868205,24
Yasunari Hirai,0.007026695771693606,25
Chip Peterson,0.0069561320829836775,26
Richard Weinberger,0.006909774450200435,27
Vitaliy Khudyakov,0.006522569352472162,28
Soren Dellef Meissner,0.006403340170004541,29
Krzysztof Pielowski,0.006296088063456396,30
Logan Fontaine,0.006195632882175293,31
Matan Roditi,0.005864364228324705,32
Jack Brazier,0.005502065948534203,33
Timothy Shuttleworth,0.005196179982696069,34
Chad Ho,0.00496652430936229,35
Ivan Enderica Ochoa,0.004937733252211889,36
Fernando Ponte,0.004879643563536464,37
Gregorio Paltrinieri,0.004759514506571141,38
Jordan Wilimovsky,0.004517303998066537,39
Simon Huitenga,0.0044902415340799876,40
Ventsislav Aydarski,0.0044856829128045355,41
Yohsuke Miyamoto,0.004476855313834892,42
Guillermo Bertola,0.0043694076535049494,43
Axel Reymond,0.004209600742368286,44
Shai Toledano,0.004153924266382592,45
Yuval Safra,0.003972048491175089,46
Tobias Patrick Robinson,0.003926733622293434,47
Aleksandr Astapov,0.00378266024304204,48
Anton Evsikov,0.0037358798873185235,49
Marcus Herwig,0.003582049596190872,50
Evgenij Pop Acev,0.003539699330289715,51
Raul Santiago Betancor,0.0034757965494277166,52
Sergey Bolshakov,0.0034741989522925993,53
Matej Kozubek,0.0034393363616634486,54
Sean Ryan,0.003162618319269648,55
David Heron,0.003145430861169058,56
Jean-Baptiste Clusman,0.0031063382595861912,57
Zoltán Drigan,0.0029651001833925477,58
Dario Verani,0.002926845124469511,59
Shahar Resman,0.002915942384272511,60
Eric Hedlin,0.0028959416426840474,61
Igor Chervynskiy,0.0028912581118246544,62
Andrea Bianchi,0.0028098311860175005,63
Damien Cattin-Vidal,0.0027103335144271655,64
David Brandl,0.0026288206335343617,65
Antonio Arroyo,0.0026155752989296312,66
Ous Mellouli,0.0024985388181857516,67
Logan Vanhuys,0.0024822044624811654,68
Damian Blaum,0.0024507852471000687,69
Philippe Guertin,0.0024288892053745776,70
Alexander Studzinski,0.0024200968789675702,71
Alberto Martinez,0.0022462926819609777,72
Edoardo Stochino,0.002229269559451339,73
Pol Gil,0.0021608218419016025,74
Benjamin Brantu,0.002090920940881167,75
Joaquin Moreno,0.0020681783012236757,76
Lachlan Colquhoun,0.002012018829870175,77
Clement Batte,0.002010198930015467,78
Taiki Nonaka,0.0019823848848190273,79
Kai Graeme Edwards,0.0019406422724580065,80
Yosuke Aoki,0.0019009616567659579,81
Roman Kozhevnikov,0.0018534596975215143,82
Patrik Rakos,0.0018032916320780462,83
Richard Nagy,0.0018020582887947867,84
Marwan Elamrawy,0.0017989818453689119,85
David Farinango,0.001795884176674781,86
Francesco Bianchi,0.0017736108490601563,87
Jarrod Poort,0.0017082458023469367,88
Hugo Chopineau,0.0016977552152777047,89
Jingwei Weng,0.0016645784756951596,90
Idan Mordel,0.0016490699231788382,91
Anis Cheniti,0.001634171773156937,92
