name,pagerank,rank
Ferry Weertman,0.06604633774855169,1
Simone Ruffini,0.0390513774066829,2
Marc-Antoine Olivier,0.037986410888983836,3
Kristof Rasovszky,0.033167143843490024,4
Federico Vanelli,0.03145971498818774,5
Jack Burnell,0.030717832984574037,6
Rob Muffels,0.030038196947462306,7
Allan Do Carmo,0.02617464364477081,8
Jordan Wilimovsky,0.02472561912032106,9
Christian Reichert,0.024693638980889904,10
Marcel Schouten,0.020737048287439004,11
Kirill Abrosimov,0.020018487368152222,12
Andreas Waschburger,0.01900083436717509,13
David Aubry,0.015228243880704265,14
Evgenii Drattcev,0.014766246873308917,15
Spyridon Gianniotis,0.013500741873657858,16
Fernando Ponte,0.013312094331294934,17
Caleb Hughes,0.012212864765823084,18
Yasunari Hirai,0.011055580776713725,19
Soren Dellef Meissner,0.01057191743235394,20
Axel Reymond,0.01013084297029489,21
Diogo Villarinho,0.009982461581493494,22
Matteo Furlan,0.009927814184974328,23
Pepijn Smits,0.00988801384577995,24
Daniel Szekelyi,0.009678375194027792,25
Lijun Zu,0.00927017991396745,26
Andrea Manzi,0.009128815387689285,27
Vitaliy Khudyakov,0.009096982608481997,28
Logan Fontaine,0.009033554676755788,29
Krzysztof Pielowski,0.008989591191462906,30
Ventsislav Aydarski,0.008902268075488516,31
Simon Huitenga,0.008744933436508446,32
Ivan Enderica Ochoa,0.007996825756560372,33
Chad Ho,0.007924378548448635,34
Richard Weinberger,0.007711981999823443,35
Mark Papp,0.007578381824785314,36
Guillermo Bertola,0.006870438571109195,37
Tobias Patrick Robinson,0.006846405450027285,38
Jack Brazier,0.0062900560561494345,39
Yuval Safra,0.006195561548915608,40
Shahar Resman,0.005987455044551798,41
Chip Peterson,0.005774322315686742,42
Mario Sanzullo,0.005565435285099281,43
Lachlan Colquhoun,0.005424419776335478,44
Damien Cattin-Vidal,0.005074952264223448,45
Matej Kozubek,0.005067873139363838,46
Brendan Casey,0.004388131181935095,47
Matan Roditi,0.0038488452846038974,48
Alberto Martinez,0.003845383396155368,49
Sergey Bolshakov,0.003712218790615519,50
Kai Graeme Edwards,0.0036972354949976463,51
Evgenij Pop Acev,0.003524555391371532,52
Yohsuke Miyamoto,0.0034710281870555084,53
Andrea Bianchi,0.003366484776627791,54
Anton Evsikov,0.003208091151371402,55
Philippe Guertin,0.0031014411529675014,56
Aleksandr Astapov,0.003026343404105447,57
Igor Chervynskiy,0.002941724380313314,58
Sean Ryan,0.0029072716392417194,59
Gergely Gyurta,0.0028477451471504564,60
Shai Toledano,0.002836345621641049,61
Ous Mellouli,0.00276132945122896,62
Raul Santiago Betancor,0.002718101456288778,63
Alex Meyer,0.0025833278166948986,64
Timothy Shuttleworth,0.0025612626310776367,65
Joaquin Moreno,0.002539022877793834,66
Taiki Nonaka,0.0024964679065666525,67
Mateusz Sawrymowicz,0.00248522934414915,68
Marcus Herwig,0.0024579182320574847,69
Taishin Minamide,0.0024213265174401672,70
David Heron,0.0024109367952041896,71
Kirill Belyaev,0.0023394582291099844,72
Benjamin Brantu,0.002298119974215193,73
Esteban Enderica Salgado,0.0022723265133679236,74
Alexander Studzinski,0.002269681689787527,75
Hau-Li Fan,0.0022455008831992022,76
Richard Nagy,0.0022061699311463233,77
Patrik Rakos,0.002204276390978646,78
Dario Verani,0.002182806072777557,79
David Brandl,0.0021497023159755694,80
Eric Hedlin,0.002075948108541157,81
Antonio Arroyo,0.002009598025938519,82
Gregorio Paltrinieri,0.0019926738106290417,83
Roman Karyakin,0.0019849916735589427,84
Oliver Signorini,0.0019750704938868756,85
Damian Blaum,0.001959409399917014,86
Xavier Desharnais,0.0019229572776421483,87
Simon Lamar,0.0018998397208573633,88
Jarrod Poort,0.0018787257991369258,89
Logan Vanhuys,0.0017892204013560805,90
Rafael Gil,0.0017350646919752247,91
Nicolas Masse-Savard,0.0017194028597258442,92
Yosuke Aoki,0.0017016235834624153,93
Pol Gil,0.0016916967478115895,94
Jan Micka,0.0016791048242474627,95
Erwin Maldonado,0.0016598721164043048,96
Edoardo Stochino,0.0016434896247630908,97
Zoltán Drigan,0.001625345364037394,98
Jiabao An,0.0016035835407203951,99
Daniel Delgadillo,0.0016008463956693148,100
Jan Kutnik,0.0015984308986396125,101
Diego Vera,0.0015798764739004768,102
Jean-Baptiste Clusman,0.0015444566132598663,103
Christopher Bryan,0.001435579463872529,104
Johndry Segovia,0.001434549859458898,105
Francesco Bianchi,0.001431725189330942,106
Santiago Enderica,0.001424677030365721,107
Marwan Elamrawy,0.0014042299138749424,108
Clement Batte,0.0013821109453180714,109
Gaspar Andrade Budino,0.001369826112701492,110
Jingwei Weng,0.0013644680001235353,111
Bailey Armstrong,0.001346759683198799,112
Roman Kozhevnikov,0.001310855030786481,113
Hugo Chopineau,0.0012997746624396763,114
Alessio Occhipinti,0.0012676221839994452,115
Davy Billiau,0.0012497205407691549,116
Marcello Guidi,0.0012422341146541601,117
Idan Mordel,0.001227927783475653,118
Vit Ingeduld,0.001204465915236846,119
Matthias Schweinzer,0.0012011268244543616,120
Bertrand Venturi,0.0011966924735594701,121
Kane Rae Francis Radford,0.0011934996709787825,122
Moritz Andreas Bartels,0.001191008454329795,123
Theodore Smith,0.0011790515304306488,124
Anis Cheniti,0.0011771832417534396,125
Jan Urbaniak,0.0011677140699851028,126
David Farinango,0.0011501931367643788,127
Hugo Alberto Ribeiro,0.0011394053736318267,128
Tamas Farkas,0.0011257865179310845,129
Eric Reuss,0.0010871217849963313,130
Ruwen Straub,0.0010807121334815654,131
Juan Jose Segovia Ramos,0.001071938576295201,132
Igor Snitko,0.0010702773982902882,133
Martin Carrizo Yunges,0.0010671416026156223,134
Soeren Meissner,0.0010605562996375793,135
Artem Podyakov,0.0010439274951451302,136
Matheus Emerim Evangelista,0.0010358054049204007,137
Ivan Afanevich,0.0010169126626866103,138
Aleksandar Ilievski,0.0010062143849854496,139
Wenhao Wang,0.0009951374117372622,140
Adam Kris Orosz,0.0009836086794792493,141
Phillip Ryan,0.0009808000043589815,142
Andrew Gemmell,0.0009705968787606283,143
Zhongyi Qiao,0.0009702929261943614,144
Roger Rabassa Iglesias,0.0009689994593614058,145
Baptiste Colmant,0.0009686263200031765,146
Chris Deegan,0.0009669241150713828,147
Lidou Han,0.0009643074148032002,148
Georgios Arniakos,0.0009593273697003767,149
Thore Bermel,0.0009571242595429489,150
Shuyi Liu,0.0009534626360542112,151
Edouard Lehoux,0.0009418993558570027,152
Tamas Novoszaith,0.0009187727469031357,153
Elliot Sodemann,0.0009027148017436582,154
Aquiles Balaudo,0.0009024590378004234,155
Yann Corbel,0.0008933892920742735,156
Yuuya Kataoka,0.0008851569969969971,157
Danie Marais,0.0008701835746456089,158
Akos Kalmar,0.0008694947105571454,159
Luis Fernardo Bolanos Zuloaga,0.0008684733524943471,160
Arturo Perez Vertti Ferrer,0.000866796532507771,161
Daniel Kober,0.0008627887169375074,162
Ruoyu Wang,0.0008481178076032705,163
Jeremias Munoz,0.0008416995586583411,164
Solomon Wright,0.0008400844700011004,165
Jack Alan Mcloughlin,0.0008378061379750353,166
Tomi Stefanovski,0.0008262361683182514,167
Wilder Carreno,0.0008246520820786794,168
Asterios Daldogiannis,0.0008096768335172561,169
Soon Choy Kevin Yeap,0.000800078565186095,170
Zibin Zhang,0.0007994450883786752,171
Nico Manoussakis,0.0007990482008880977,172
Bar Soloveychik,0.0007934620839987791,173
Gustavo Gutierrez,0.0007847729835988766,174
Peter Mandrup Madsen,0.0007626342509226692,175
Mathieu Mattelaer,0.0007460603082307671,176
Miguel Armijos,0.0007420291992395187,177
Jose Paula Carvalho,0.000739395297012938,178
Attila Kiss,0.0007320227150281033,179
Katelnikof Alexander Dawson,0.0007275590034398802,180
Noel Novoszath,0.0007185281492641974,181
Lupeng Liu,0.0007169439823108941,182
Naim Mokhfi,0.0007144653832494107,183
Mathieu Mattelear,0.00070170008289042,184
Christopher Jedel,0.0007007005406920812,185
Tsz Fung Tse,0.0006983349181670178,186
Ziyang Zhang,0.000688555516182025,187
Ching Leung Sunny Poon,0.0006868286584007441,188
Alexandre Lages Brion,0.0006825399069240069,189
Alon Lerner,0.000673585420768746,190
Tamas Novoszath,0.0006666858540672801,191
Aubin Coccordano,0.0006657697485952153,192
Matias Diaz Hernandez,0.0006644079398793175,193
Haythem Abdelkhalek,0.000663359484905046,194
Diogo Manuel Marques,0.0006597722088260063,195
Ziao Qiu,0.0006596927025014712,196
Ho Yin Kwan,0.0006549563055057894,197
Gordon John Mason,0.0006547135881693138,198
Lars Bottelier,0.000650644245722846,199
Xinjie Ji,0.0006450885606217621,200
Tsz Ho Tsang,0.0006445808435715399,201
Yonatan Sharon Rosin,0.0006389785158616192,202
Volodymyr Voronko,0.0006386948765637864,203
Adel Elbehiry,0.0006360214632391658,204
Chung Kiu Yau,0.0006331140285402273,205
Zoltán Márk Tabi,0.0006283881292909136,206
Ka Lung Kwan,0.0006259219414976474,207
Gabriel Raul Villagoiz,0.0006226511616529403,208
Cheng-Chi Cho,0.0006187859717453002,209
Vasco Gaspar,0.0006185586822246123,210
David Castro,0.0006163260493718886,211
Vasco Miguel Gaspar,0.0006146653829026928,212
Fernando Betanzos,0.000611901789662973,213
Simone Ercoli,0.0006066779406749887,214
Kosuke Mimura,0.0006061675948486234,215
Riku Kuwazoe,0.0006060918268115234,216
Marcos Godoy,0.0006036410383631292,217
Tsz Hin Chan,0.0006023514163024248,218
Moritz Bartels,0.0006021062403789542,219
Farid Zitouni,0.0006007412745275628,220
Michael Brinegar,0.0005975908229261222,221
Lok Yin Law,0.0005967742549854745,222
Rudolf Visser,0.000594710748350271,223
Niklas Frach,0.0005928280584345162,224
Mlan Fábián,0.0005901742942504172,225
Anthony Siou,0.0005847148988805913,226
