name,pagerank,rank
Ana Marcela Cunha,0.0804588549887963,1
Rachele Bruni,0.05816118808026004,2
Arianna Bridi,0.05636595067767209,3
Leonie Beck,0.04808539733249978,4
Haley Anderson,0.04593884768583605,5
Sharon Van Rouwendaal,0.03723233494601304,6
Kareena Lee,0.032102980896287985,7
Finnia Wunram,0.030778757500756402,8
Xin Xin,0.030039109101077623,9
Lara Grangeon De Villele,0.025588602799990513,10
Aurelie Muller,0.020263397779575112,11
Giulia Gabbrielleschi,0.017343239251859772,12
Samantha Arevalo,0.01667181801375675,13
Ashley Twichell,0.015587861582410129,14
Angelica Andre,0.01518385634458444,15
Anna Olasz,0.014356408618853572,16
Esmee Vermeulen,0.012729023008768221,17
Viviane Jungblut,0.010820429449221507,18
Martina De Memme,0.010585913323610143,19
Paula Ruiz Bravo,0.00952831254902657,20
Lea Boy,0.009497452341944448,21
Hannah Moore,0.008991238006601157,22
Chelsea Gubecka,0.00890959172386898,23
Yawen Hou,0.008184991801963602,24
Alice Dearing,0.007713801821446479,25
Oceane Cassignol,0.006947748099286156,26
Danielle Huskisson,0.0065582722834463935,27
Alena Benesova,0.00645089055585587,28
Reka Rohacs,0.006239664026468876,29
Chloe Gubecka,0.005582699876809745,30
Onon Katalin Somenek,0.005527125834865694,31
Yumi Kida,0.005345222514036369,32
Barbara Pozzobon,0.005295135906271682,33
Maria De Valdes,0.004890908233761761,34
Mackenzie Brazier,0.0047143396476580605,35
Angela Maurer,0.00465984675378605,36
Spela Perse,0.004159890418372437,37
Caroline Laure Jouisse,0.004155492689104162,38
Yukimi Moriyama,0.0040541067631408535,39
Fuwei Dong,0.0039452080932561384,40
Svenja Zihsler,0.003572831489271483,41
Lisa Pou,0.0035229226262568137,42
Erica Sullivan,0.0034888829424023853,43
Kalliopi Araouzou,0.0034737543609683727,44
Minami Niikura,0.0034669388461246045,45
Maria Bramont-Arias,0.0033686442883161423,46
Eva Fabian,0.0033474618744221843,47
Valeriia Ermakova,0.0031780232500677715,48
Ellen Olsson,0.0031628289587602642,49
Jeannette Spiwoks,0.0031261443112888896,50
Katy Campbell,0.003109681172068438,51
Anastasiia Krapivina,0.0030473030891335923,52
Sarah Bosslet,0.0029688347678775,53
Melinda Novoszath,0.002917181338295349,54
Mariia Novikova,0.0028556904652897626,55
Muran Tian,0.002768241553291543,56
Chase Travis,0.002708053694211382,57
Morgane Dornic,0.002517227075437203,58
Adeline Furst,0.0024271229721491024,59
Stephanie Horner,0.0023928200939375625,60
Sofia Kolesnikova,0.002392229899577005,61
Julia Arino,0.00237371388741,62
Serena Stel,0.002360892495037295,63
Cecilia Biagioli,0.002357132785084895,64
Krystyna Panchishko,0.002348572648912295,65
Ginevra Taddeucci,0.002125660567712255,66
Madisyn Armstrong,0.0020786023067113674,67
Veronica Santoni,0.002078562036047465,68
Eden Girloanta,0.001972076844909965,69
Madelon Catteau,0.001940043251733485,70
Justyna Burska,0.0018667150412044792,71
Michelle Weber,0.0018270602964911942,72
Lenka Sterbova,0.0018074581007410506,73
Maria Babkina,0.001759819383576808,74
Mafalda Rosa,0.0017308887818749826,75
Olga Kozydub,0.0017101956496719125,76
Maisie Emily Macartney,0.0016642574226438554,77
Maria Vilas,0.0016197559697127867,78
Claire Six,0.0015796410456277768,79
Alice Franco,0.0015514106261254007,80
Aurora Ponsele,0.0015406089862951607,81
Ekaterina Sorokina,0.0015249469226054817,82
Helvina Huet,0.0015131763291190673,83
Nikolett Szilagyi,0.0014936103866307442,84
Ilona Maille,0.0014394030756841839,85
Yana Kurtseva,0.0013884058837284729,86
Martina Grimaldi,0.001381705124720032,87
Siyu Yan,0.0013787816585353252,88
Celia Heurtaux,0.0013746566662467367,89
Daria Volobueva,0.0013600815570810822,90
Becca Mann,0.001307697464162568,91
Nolwenn Nunes,0.001284678581666897,92
Romina Soledad Imwinkelried,0.0012511735250825267,93
Claudia Giralt Pidemont,0.0012470130699252092,94
Kate Farley Sanderson,0.0012468214770696797,95
Silvia Ciccarella,0.001228651228467105,96
Elise Houllier,0.0011967604898711587,97
Lean Cabon,0.0011617137754810743,98
Anastasia Basalduk,0.001155869081982388,99
Carla Goyanes Garcia,0.0011436466304601363,100
Alisia Tettamanzi,0.0011042167225305821,101
Anna Fave,0.0010891262654342325,102
Luca Vas,0.0010565331821963523,103
Emma Onolfo,0.0010426068016236513,104
Fraenzi Heinrich,0.0009990241259337685,105
Pilar Geijo,0.0009914793783352433,106
Vivien Balogh,0.00098782233715118,107
Fang Qu,0.0009734778492663016,108
Janka Juhasz,0.0009609029822647866,109
Anastasiia Kirpichnikova,0.000960889800800503,110
Jazmin Carlin,0.000959336952925933,111
Xu Chu,0.0009548325500106691,112
Emily Clarke,0.000954082779009797,113
Judith Navarro Silvestre,0.000946912420654092,114
Nataly Caldas Calle,0.0009406295330685345,115
Chantel Lily Jeffrey,0.000940040284221418,116
Daria Kulik,0.0009248014684445323,117
Lucie Zubalikova,0.0009125339547711235,118
Laura Rodriguez Santaularia,0.0008966286056591007,119
Tsz Yin Nip,0.000882280991391359,120
Alisa Skorniakova,0.0008555769571323169,121
Betina Lorscheitter,0.0008435853112057495,122
Marij Van Der Mast,0.0008273032089608327,123
Nora Naessens,0.0008158031072174489,124
Martha Sandoval,0.0008136056073051003,125
Kiah Melverton,0.0007987347730575952,126
Polina Kharitonova,0.0007840060651862432,127
Bianca Crisp,0.0007710178619843161,128
Martha Aguilar Ortega,0.0007698017255879832,129
Polly Isabella Holden,0.0007623601438806319,130
Chloe Green,0.0007612589451273811,131
Veronika Nikulina,0.0007569126011426521,132
Laerke Toft Ruby,0.0007402426077757693,133
Alice Bataille,0.0007320489491563712,134
Sabryna Lavoie,0.0007309607029316078,135
Cherelle Tahnee Oestringer,0.0007273576146690781,136
Mariana Mendes,0.000725923751871913,137
Céleste Vereecke,0.0007233814656680171,138
Mira Szimcsak,0.0007064192789892461,139
Li-Shan Chantal Liew,0.0007022218648875447,140
Isabella Rongione,0.0006941113929234716,141
Julie Pleskotova,0.0006912464936503786,142
Andrea Dominguez Casabella,0.0006840610715060488,143
Anastasiia Kostyleva,0.0006823791998976814,144
Clara Andreea Spanu,0.0006784386744652343,145
Vasiliki Kadoglu,0.0006773122777141604,146
Lou-Anne Barniet,0.0006696224442669539,147
Emilie Cahuzac,0.0006677208505284014,148
Anna Egorova,0.0006664863678954999,149
Poliana Okimoto Cintra,0.0006628325035726457,150
Petra Mijic,0.0006605075266489652,151
Linda Ungerboeck,0.0006539137532050961,152
Emma Calvo,0.0006495462611028944,153
Anna Mankevich,0.0006477883292347224,154
Sofia Vakhrusheva,0.0006341069735645542,155
Mahina Nicole Valdivia Dannenberg,0.0006287921877044802,156
Chaya Simone Zabludoff,0.0006287815437301242,157
Anna Brendstrup,0.0006250985911868199,158
Martina Rita Caramignoli,0.0006248354606284777,159
Louise Culty,0.0006213733089018595,160
Eva Vilar Yebra,0.0006204992059080846,161
Manoella Barbosa,0.0006201038544904436,162
Marie-Laurence Lortie,0.0006140362022774601,163
Paola Perez,0.0006120601155659149,164
Souad Nefissa Cherouati,0.0006034716908769548,165
Robyn Kinghorn,0.0006028266178093768,166
Breanne Emma Joan Siwicki,0.0006000786307676542,167
Mélie Boulianne,0.0005925869532799474,168
Marta Garzon Siles,0.0005903325589420337,169
Margaux Guillaume,0.000590328165169795,170
Andrea Terriault,0.0005867329982102937,171
Lilou Ambrass,0.0005810997319604234,172
Erika Yenssen,0.0005802845036161859,173
Elea Linka,0.0005802039209437333,174
Ci Chen,0.0005783505731509542,175
Aroa Silva Fidalgo,0.000577658015870605,176
Marina Castro Atalaya,0.0005755626339067759,177
Jordan White,0.000572351327496482,178
Vania Neves,0.0005711586565429063,179
Solene Cousseau,0.0005700863592979035,180
Kenna Delaney Godfrey Smallegange,0.0005696200417933723,181
Kincso Gal,0.000569546358866409,182
Shan Lei,0.0005663253302835505,183
Maiana Flament,0.0005621954838315909,184
